issue_year,volume,issue,article_id,article_url,doi,title,publication_date,online_date,supplementary_id,supplementary_label,category,is_code,code_reason,asset_url,original_file_name,file_name,relative_path,file_path,bytes,sha256,status,error
2022,4,1,s42256-021-00431-x,https://www.nature.com/articles/s42256-021-00431-x,10.1038/s42256-021-00431-x,Hierarchical deep reinforcement learning reveals a modular mechanism of cell movement,2022/01,2022/01/10,,Supplementary Video 2 (download MP4 ),video,False,video/movie supplement,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00431-x/MediaObjects/42256_2021_431_MOESM4_ESM.mp4,42256_2021_431_MOESM4_ESM.mp4,04_video_Supplementary_Video_2_download_MP4_42256_2021_431_MOESM4_ESM_mp4.mp4,2022/s42256-021-00431-x/04_video_Supplementary_Video_2_download_MP4_42256_2021_431_MOESM4_ESM_mp4.mp4,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00431-x/04_video_Supplementary_Video_2_download_MP4_42256_2021_431_MOESM4_ESM_mp4.mp4,13830607,28eda3f2345637650b766af8c08564829b67f9d3357317ceb0046accbcc83b49,already_exists,
2022,4,1,s42256-021-00431-x,https://www.nature.com/articles/s42256-021-00431-x,10.1038/s42256-021-00431-x,Hierarchical deep reinforcement learning reveals a modular mechanism of cell movement,2022/01,2022/01/10,,Supplementary Video 3 (download MOV ),video,False,video/movie supplement,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00431-x/MediaObjects/42256_2021_431_MOESM5_ESM.mov,42256_2021_431_MOESM5_ESM.mov,05_video_Supplementary_Video_3_download_MOV_42256_2021_431_MOESM5_ESM_mov.mov,2022/s42256-021-00431-x/05_video_Supplementary_Video_3_download_MOV_42256_2021_431_MOESM5_ESM_mov.mov,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00431-x/05_video_Supplementary_Video_3_download_MOV_42256_2021_431_MOESM5_ESM_mov.mov,2283179,38a9241b55b5df8f54dacf84b948775f39e9609f8c08fca2da88324b6559001c,already_exists,
2022,4,1,s42256-021-00431-x,https://www.nature.com/articles/s42256-021-00431-x,10.1038/s42256-021-00431-x,Hierarchical deep reinforcement learning reveals a modular mechanism of cell movement,2022/01,2022/01/10,,Supplementary Video 4 (download MOV ),video,False,video/movie supplement,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00431-x/MediaObjects/42256_2021_431_MOESM6_ESM.mov,42256_2021_431_MOESM6_ESM.mov,06_video_Supplementary_Video_4_download_MOV_42256_2021_431_MOESM6_ESM_mov.mov,2022/s42256-021-00431-x/06_video_Supplementary_Video_4_download_MOV_42256_2021_431_MOESM6_ESM_mov.mov,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00431-x/06_video_Supplementary_Video_4_download_MOV_42256_2021_431_MOESM6_ESM_mov.mov,2533120,512101e1f04eb20b7a66a446a967be99503c0c73fcd5135abdbf5c431a1f536f,already_exists,
2022,4,1,s42256-021-00433-9,https://www.nature.com/articles/s42256-021-00433-9,10.1038/s42256-021-00433-9,Intelligent problem-solving as integrated hierarchical reinforcement learning,2022/01,2022/01/25,,Supplementary Information (download PDF ),supplementary_information,False,supplementary information,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00433-9/MediaObjects/42256_2021_433_MOESM1_ESM.pdf,42256_2021_433_MOESM1_ESM.pdf,01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_433_MOESM1_ESM_pdf.pdf,2022/s42256-021-00433-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_433_MOESM1_ESM_pdf.pdf,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00433-9/01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_433_MOESM1_ESM_pdf.pdf,515167,e4b9a4be1851226ce54825309781c473c1cb0aba7807d0d3bc3d66c9bfbaca5b,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Supplementary Information (download PDF ),supplementary_information,False,supplementary information,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM1_ESM.pdf,42256_2021_434_MOESM1_ESM.pdf,01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_434_MOESM1_ESM_pdf.pdf,2022/s42256-021-00434-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_434_MOESM1_ESM_pdf.pdf,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_434_MOESM1_ESM_pdf.pdf,5319230,18df77bed807463df5049bf32f1a6e5ac5b9a8a805e963abd85cf03ce7cb015a,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Reporting Summary (download PDF ),reporting_summary,False,reporting summary,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM2_ESM.pdf,42256_2021_434_MOESM2_ESM.pdf,02_reporting_summary_Reporting_Summary_download_PDF_42256_2021_434_MOESM2_ESM_pdf.pdf,2022/s42256-021-00434-8/02_reporting_summary_Reporting_Summary_download_PDF_42256_2021_434_MOESM2_ESM_pdf.pdf,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/02_reporting_summary_Reporting_Summary_download_PDF_42256_2021_434_MOESM2_ESM_pdf.pdf,1183962,c1c55a24d63374f5f4c71635e56c7da1ca582fa122be9d59154622e9b2f50ac0,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Supplementary Video 1 (download MP4 ),video,False,video/movie supplement,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM3_ESM.mp4,42256_2021_434_MOESM3_ESM.mp4,03_video_Supplementary_Video_1_download_MP4_42256_2021_434_MOESM3_ESM_mp4.mp4,2022/s42256-021-00434-8/03_video_Supplementary_Video_1_download_MP4_42256_2021_434_MOESM3_ESM_mp4.mp4,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/03_video_Supplementary_Video_1_download_MP4_42256_2021_434_MOESM3_ESM_mp4.mp4,4561305,f2fe29540d6ee8d34310f7d054f70dddf3400d60345ccbcbed6e8e3efe8accbe,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Supplementary Video 2 (download MP4 ),video,False,video/movie supplement,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM4_ESM.mp4,42256_2021_434_MOESM4_ESM.mp4,04_video_Supplementary_Video_2_download_MP4_42256_2021_434_MOESM4_ESM_mp4.mp4,2022/s42256-021-00434-8/04_video_Supplementary_Video_2_download_MP4_42256_2021_434_MOESM4_ESM_mp4.mp4,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/04_video_Supplementary_Video_2_download_MP4_42256_2021_434_MOESM4_ESM_mp4.mp4,10181746,e98d77bab847f6d064a8227b15410477e19cb7c99d818acfa71d58369b9fe11b,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Source Data Fig. 1 (download XLSX ),source_data,False,source data,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM5_ESM.xlsx,42256_2021_434_MOESM5_ESM.xlsx,05_source_data_Source_Data_Fig_1_download_XLSX_42256_2021_434_MOESM5_ESM_xlsx.xlsx,2022/s42256-021-00434-8/05_source_data_Source_Data_Fig_1_download_XLSX_42256_2021_434_MOESM5_ESM_xlsx.xlsx,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/05_source_data_Source_Data_Fig_1_download_XLSX_42256_2021_434_MOESM5_ESM_xlsx.xlsx,115276,c4b1bbe61b8362406d58f5fb6ab895df7d07cffcf1389a5f3c2f191d87806acf,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Source Data Fig. 2 (download XLSX ),source_data,False,source data,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM6_ESM.xlsx,42256_2021_434_MOESM6_ESM.xlsx,06_source_data_Source_Data_Fig_2_download_XLSX_42256_2021_434_MOESM6_ESM_xlsx.xlsx,2022/s42256-021-00434-8/06_source_data_Source_Data_Fig_2_download_XLSX_42256_2021_434_MOESM6_ESM_xlsx.xlsx,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/06_source_data_Source_Data_Fig_2_download_XLSX_42256_2021_434_MOESM6_ESM_xlsx.xlsx,13830,966d798371f4ca35d76cdeb34f2fb57712a1d646d2a8af7953a36e5ffc0067d1,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Source Data Fig. 3 (download XLSX ),source_data,False,source data,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM7_ESM.xlsx,42256_2021_434_MOESM7_ESM.xlsx,07_source_data_Source_Data_Fig_3_download_XLSX_42256_2021_434_MOESM7_ESM_xlsx.xlsx,2022/s42256-021-00434-8/07_source_data_Source_Data_Fig_3_download_XLSX_42256_2021_434_MOESM7_ESM_xlsx.xlsx,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/07_source_data_Source_Data_Fig_3_download_XLSX_42256_2021_434_MOESM7_ESM_xlsx.xlsx,15259,8bee791b8e7d923a652554e41b97dbb875f960c7fe8942ea2cb3ed6dc4f91d3a,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Source Data Fig. 4 (download XLSX ),source_data,False,source data,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM8_ESM.xlsx,42256_2021_434_MOESM8_ESM.xlsx,08_source_data_Source_Data_Fig_4_download_XLSX_42256_2021_434_MOESM8_ESM_xlsx.xlsx,2022/s42256-021-00434-8/08_source_data_Source_Data_Fig_4_download_XLSX_42256_2021_434_MOESM8_ESM_xlsx.xlsx,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/08_source_data_Source_Data_Fig_4_download_XLSX_42256_2021_434_MOESM8_ESM_xlsx.xlsx,25576,f973cbf812b511ccd7ef9994be7d4fdd51643d105ed27431b2b8069e4eda5b48,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Source Data Fig. 5 (download XLSX ),source_data,False,source data,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM9_ESM.xlsx,42256_2021_434_MOESM9_ESM.xlsx,09_source_data_Source_Data_Fig_5_download_XLSX_42256_2021_434_MOESM9_ESM_xlsx.xlsx,2022/s42256-021-00434-8/09_source_data_Source_Data_Fig_5_download_XLSX_42256_2021_434_MOESM9_ESM_xlsx.xlsx,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/09_source_data_Source_Data_Fig_5_download_XLSX_42256_2021_434_MOESM9_ESM_xlsx.xlsx,201834,3b738ab6142d91b6957e888d72efedf50f11e32eaa28533def35087c5eed2976,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Source Data Extended Data Fig. 1 (download XLSX ),source_data,False,source data,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM10_ESM.xlsx,42256_2021_434_MOESM10_ESM.xlsx,10_source_data_Source_Data_Extended_Data_Fig_1_download_XLSX_42256_2021_434_MOESM10_ESM_xlsx.xlsx,2022/s42256-021-00434-8/10_source_data_Source_Data_Extended_Data_Fig_1_download_XLSX_42256_2021_434_MOESM10_ESM_xlsx.xlsx,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/10_source_data_Source_Data_Extended_Data_Fig_1_download_XLSX_42256_2021_434_MOESM10_ESM_xlsx.xlsx,11587,1f8be148027a27ddf0ca594e684a8701c5111633aaf17e28189bff520f14360d,already_exists,
2022,4,1,s42256-021-00434-8,https://www.nature.com/articles/s42256-021-00434-8,10.1038/s42256-021-00434-8,Automatic strain sensor design via active learning and data augmentation for soft machines,2022/01,2022/01/26,,Source Data Extended Data Fig. 2 (download XLSX ),source_data,False,source data,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00434-8/MediaObjects/42256_2021_434_MOESM11_ESM.xlsx,42256_2021_434_MOESM11_ESM.xlsx,11_source_data_Source_Data_Extended_Data_Fig_2_download_XLSX_42256_2021_434_MOESM11_ESM_xlsx.xlsx,2022/s42256-021-00434-8/11_source_data_Source_Data_Extended_Data_Fig_2_download_XLSX_42256_2021_434_MOESM11_ESM_xlsx.xlsx,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00434-8/11_source_data_Source_Data_Extended_Data_Fig_2_download_XLSX_42256_2021_434_MOESM11_ESM_xlsx.xlsx,12242,0622d21c823d281f5b63c41bce6f564fb0b06a1b97d70a89569cb8829e08dbbc,already_exists,
2022,4,2,s42256-021-00432-w,https://www.nature.com/articles/s42256-021-00432-w,10.1038/s42256-021-00432-w,Cell type annotation of single-cell chromatin accessibility data via supervised Bayesian embedding,2022/02,2022/02/10,,Supplementary Information (download PDF ),supplementary_information,False,supplementary information,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00432-w/MediaObjects/42256_2021_432_MOESM1_ESM.pdf,42256_2021_432_MOESM1_ESM.pdf,01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_432_MOESM1_ESM_pdf.pdf,2022/s42256-021-00432-w/01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_432_MOESM1_ESM_pdf.pdf,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00432-w/01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_432_MOESM1_ESM_pdf.pdf,12873226,9bf452caef6a20747f7a13d4dcf1d6b37c285ae1a3418ec6f2ccbd0fc37c89b3,already_exists,
2022,4,2,s42256-021-00432-w,https://www.nature.com/articles/s42256-021-00432-w,10.1038/s42256-021-00432-w,Cell type annotation of single-cell chromatin accessibility data via supervised Bayesian embedding,2022/02,2022/02/10,,Reporting Summary (download PDF ),reporting_summary,False,reporting summary,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00432-w/MediaObjects/42256_2021_432_MOESM2_ESM.pdf,42256_2021_432_MOESM2_ESM.pdf,02_reporting_summary_Reporting_Summary_download_PDF_42256_2021_432_MOESM2_ESM_pdf.pdf,2022/s42256-021-00432-w/02_reporting_summary_Reporting_Summary_download_PDF_42256_2021_432_MOESM2_ESM_pdf.pdf,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00432-w/02_reporting_summary_Reporting_Summary_download_PDF_42256_2021_432_MOESM2_ESM_pdf.pdf,959755,2027de3a9e59ab3dd940835a964e5f2839f33b38404491cb49ae4f626ddcf558,already_exists,
2022,4,2,s42256-021-00437-5,https://www.nature.com/articles/s42256-021-00437-5,10.1038/s42256-021-00437-5,When and how convolutional neural networks generalize to out-of-distribution category–viewpoint combinations,2022/02,2022/02/21,,Supplementary Information (download PDF ),supplementary_information,False,supplementary information,https://static-content.springer.com/esm/art%3A10.1038%2Fs42256-021-00437-5/MediaObjects/42256_2021_437_MOESM1_ESM.pdf,42256_2021_437_MOESM1_ESM.pdf,01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_437_MOESM1_ESM_pdf.pdf,2022/s42256-021-00437-5/01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_437_MOESM1_ESM_pdf.pdf,/Users/mccomb/Library/Caches/Codex/NMI_supplementary_materials_2022_2025/downloads/2022/s42256-021-00437-5/01_supplementary_information_Supplementary_Information_download_PDF_42256_2021_437_MOESM1_ESM_pdf.pdf,29195073,94eee8e90dd426f2345019b643662c0e41a7afee2711f023c6367909fdf0c80b,already_exists,
